Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Postal Code
CA-2017-100202,12/31/2016,1/5/2017,Standard Class,BD-11620,92804
CA-2017-131016,9/18/2017,9/20/2017,First Class,DC-12850,76017
US-2014-112914,9/25/2014,9/30/2014,Standard Class,MT-18070,77041
CA-2016-124149,4/23/2016,4/26/2016,First Class,MJ-17740,43130
CA-2014-148915,11/1/2014,11/5/2014,Standard Class,ND-18370,97206
CA-2017-134649,1/26/2017,1/31/2017,Second Class,CA-11965,35244
CA-2017-110842,11/11/2017,11/16/2017,Standard Class,GA-14725,90036
CA-2016-147368,6/9/2016,6/12/2016,First Class,TC-21295,32303
US-2015-104185,9/3/2015,9/8/2015,Second Class,JB-15400,10009
US-2014-125521,3/14/2014,3/19/2014,Standard Class,CK-12325,23320
US-2017-135062,8/31/2017,9/4/2017,Second Class,RL-19615,28314
CA-2017-135650,3/23/2017,3/27/2017,Standard Class,AC-10660,77340
CA-2017-112865,5/18/2017,5/22/2017,Standard Class,BH-11710,19140
US-2016-162852,12/27/2016,12/31/2016,Standard Class,BG-11695,60098
CA-2017-138163,11/17/2017,11/20/2017,First Class,XP-21865,2149
CA-2017-152093,9/10/2017,9/15/2017,Standard Class,SN-20560,60653
CA-2017-157854,4/8/2017,4/15/2017,Standard Class,DM-13345,30076
CA-2016-123617,11/28/2016,12/3/2016,Standard Class,AJ-10780,32137
US-2016-128293,6/2/2016,6/5/2016,First Class,KC-16255,19120
CA-2017-107342,12/17/2017,12/22/2017,Standard Class,VF-21715,47201
CA-2016-136371,3/19/2016,3/21/2016,Second Class,SV-20935,11572
CA-2017-137344,8/20/2017,8/20/2017,Same Day,EM-13810,2038
CA-2017-169810,7/25/2017,7/31/2017,Standard Class,RB-19360,57103
CA-2016-128594,8/26/2016,8/29/2016,First Class,DJ-13510,92037
CA-2016-154690,8/15/2016,8/17/2016,Second Class,CC-12370,28314
CA-2017-138975,5/19/2017,5/23/2017,Standard Class,SC-20380,30318
CA-2017-106537,8/12/2017,8/17/2017,Standard Class,RH-19495,32839
US-2017-103828,8/13/2017,8/13/2017,Same Day,JK-15370,94122
CA-2016-115588,11/10/2016,11/12/2016,Second Class,AF-10885,43615
CA-2017-143861,6/12/2017,6/19/2017,Standard Class,LC-16885,33710
CA-2014-148040,3/22/2014,3/26/2014,Standard Class,BF-11275,85705
CA-2017-135167,6/15/2017,6/20/2017,Standard Class,SC-20800,90036
CA-2017-137022,11/16/2017,11/22/2017,Standard Class,SW-20275,92105
US-2017-102638,12/29/2017,12/31/2017,First Class,MC-17845,10035
US-2016-167339,1/21/2016,1/23/2016,Second Class,TD-20995,92037
CA-2016-152072,1/15/2016,1/19/2016,Standard Class,Dp-13240,7090
CA-2016-102932,9/19/2016,9/23/2016,Second Class,SD-20485,7050
CA-2014-165540,2/21/2014,2/25/2014,Standard Class,TM-21010,60098
CA-2016-130799,11/11/2016,11/16/2016,Second Class,BK-11260,94110
CA-2016-164483,1/30/2016,2/3/2016,Standard Class,JF-15490,94122
US-2016-159856,10/18/2016,10/22/2016,Standard Class,EP-13915,85281
CA-2017-102099,12/18/2017,12/19/2017,First Class,EP-13915,90008
CA-2017-164049,11/2/2017,11/6/2017,Standard Class,KH-16630,98105
CA-2014-142727,4/29/2014,5/1/2014,Second Class,HG-14845,70601
CA-2017-139913,10/23/2017,10/29/2017,Standard Class,JC-16105,14609
CA-2014-169033,3/30/2014,4/3/2014,Standard Class,KM-16720,11561
US-2016-164630,1/4/2016,1/9/2016,Standard Class,EB-13975,28205
US-2015-114839,4/26/2015,4/30/2015,Standard Class,PW-19240,77036
CA-2015-166464,9/12/2015,9/17/2015,Standard Class,PG-18895,10035
CA-2017-124898,9/11/2017,9/15/2017,Standard Class,DB-12910,31907
CA-2016-164035,6/12/2016,6/17/2016,Standard Class,CR-12730,60610
CA-2016-153577,6/27/2016,7/1/2016,Standard Class,KH-16330,60035
CA-2014-127586,9/26/2014,9/30/2014,Standard Class,CS-12400,98115
CA-2017-121615,11/3/2017,11/9/2017,Standard Class,DL-12925,55122
CA-2017-166415,2/19/2017,2/23/2017,Standard Class,ME-17725,98103
CA-2015-118444,11/5/2015,11/9/2015,Standard Class,VD-21670,33065
CA-2014-113929,6/16/2014,6/21/2014,Standard Class,CK-12205,11550
CA-2015-134747,10/12/2015,10/17/2015,Second Class,DL-12925,46060
CA-2017-155047,8/27/2017,8/30/2017,First Class,SE-20110,75220
CA-2016-160129,11/23/2016,11/23/2016,Same Day,LS-17200,19140
CA-2017-164329,1/30/2017,1/30/2017,Same Day,MM-17920,94109
US-2015-141453,11/30/2015,12/3/2015,Second Class,DB-13270,78745
CA-2014-156993,6/28/2014,7/4/2014,Standard Class,RW-19630,48234
CA-2014-157721,9/2/2014,9/5/2014,First Class,JM-16195,13601
CA-2017-128629,7/10/2017,7/14/2017,Second Class,BP-11155,31907
CA-2017-158106,6/4/2017,6/10/2017,Standard Class,CT-11995,55124
US-2017-120390,10/19/2017,10/26/2017,Standard Class,TH-21550,27217
CA-2017-143434,11/18/2017,11/24/2017,Standard Class,ME-17320,48601
CA-2015-168564,8/8/2015,8/8/2015,Same Day,TT-21220,94109
US-2016-169040,12/6/2016,12/12/2016,Standard Class,GT-14710,98105
CA-2017-155880,3/25/2017,3/31/2017,Standard Class,JD-16150,53209
CA-2017-126242,11/19/2017,11/24/2017,Standard Class,MC-18100,90049
CA-2016-166443,11/4/2016,11/5/2016,First Class,LH-17020,94122
CA-2017-169859,12/14/2017,12/18/2017,Standard Class,MP-18175,92024
CA-2017-134915,11/12/2017,11/12/2017,Same Day,EM-14140,85301
CA-2016-153353,8/18/2016,8/24/2016,Standard Class,GG-14650,10035
CA-2017-123638,6/27/2017,7/4/2017,Standard Class,MA-17995,13601
CA-2017-168900,5/4/2017,5/9/2017,Standard Class,SH-20395,45503
CA-2015-158456,12/24/2015,12/29/2015,Standard Class,KT-16465,90032
CA-2017-143665,4/26/2017,5/1/2017,Standard Class,PO-19180,98115
CA-2017-137428,12/16/2017,12/21/2017,Second Class,AY-10555,92054
CA-2014-162866,12/27/2014,12/31/2014,Standard Class,Co-12640,60076
CA-2017-167941,11/6/2017,11/9/2017,Second Class,JF-15565,28314
CA-2017-111808,12/16/2017,12/20/2017,Standard Class,AR-10510,74133
CA-2015-137512,5/7/2015,5/12/2015,Standard Class,AG-10675,75002
CA-2017-139773,12/4/2017,12/4/2017,Same Day,DV-13045,19143
CA-2017-134607,10/3/2017,10/8/2017,Second Class,HL-15040,14609
CA-2014-109232,1/13/2014,1/16/2014,Second Class,ND-18370,29464
CA-2015-139850,6/12/2015,6/17/2015,Standard Class,GB-14575,19134
CA-2014-131310,7/12/2014,7/18/2014,Standard Class,CL-12565,98115
US-2014-112872,12/6/2014,12/11/2014,Second Class,RC-19960,97477
CA-2016-139269,5/25/2016,5/30/2016,Standard Class,JB-16045,31907
CA-2016-139010,2/21/2016,2/26/2016,Second Class,MC-17635,90032
CA-2016-134376,10/2/2016,10/6/2016,Standard Class,TT-21265,10024
CA-2017-147291,3/11/2017,3/17/2017,Standard Class,MJ-17740,48227
CA-2016-112893,9/9/2016,9/13/2016,Second Class,AT-10735,95207
US-2014-150532,7/14/2014,7/21/2014,Standard Class,PB-19150,85023
CA-2014-138317,6/21/2014,6/25/2014,Standard Class,NW-18400,19120
CA-2015-130610,7/5/2015,7/10/2015,Standard Class,VP-21730,48310
CA-2017-104381,12/16/2017,12/23/2017,Standard Class,RD-19810,14609
CA-2016-131499,9/8/2016,9/10/2016,First Class,MG-17875,10011
CA-2014-148761,5/17/2014,5/21/2014,Standard Class,PA-19060,54703
CA-2017-116519,10/13/2017,10/15/2017,First Class,CR-12730,10009
CA-2014-130729,10/24/2014,10/29/2014,Standard Class,AA-10375,91730
CA-2016-124772,12/5/2016,12/6/2016,First Class,JG-15160,42071
CA-2016-115525,7/25/2016,7/29/2016,Standard Class,RR-19525,43615
CA-2017-134845,4/17/2017,4/23/2017,Standard Class,SR-20425,80027
US-2015-138919,9/17/2015,9/21/2015,Standard Class,LS-16975,10035
US-2016-160528,8/23/2016,8/30/2016,Standard Class,MH-18115,78577
CA-2015-123568,11/8/2015,11/14/2015,Standard Class,SC-20095,84084
CA-2017-124674,11/17/2017,11/23/2017,Standard Class,JB-16000,78521
CA-2015-164441,11/8/2015,11/13/2015,Standard Class,AC-10450,10011
CA-2017-169054,4/22/2017,4/26/2017,Standard Class,MO-17800,19140
CA-2014-106719,8/24/2014,8/24/2014,Same Day,RB-19645,59102
CA-2017-116855,12/17/2017,12/21/2017,Standard Class,AI-10855,23320
US-2016-164189,3/24/2016,3/28/2016,Standard Class,DR-12880,97030
CA-2015-168480,9/21/2015,9/27/2015,Standard Class,DM-12955,48146
US-2016-114293,11/21/2016,11/26/2016,Standard Class,JH-16180,97030
CA-2017-134173,9/16/2017,9/21/2017,Standard Class,AB-10060,19143
US-2015-123960,6/11/2015,6/16/2015,Standard Class,BD-11605,71203
CA-2017-101749,10/3/2017,10/8/2017,Standard Class,AS-10045,91104
US-2016-147991,5/5/2016,5/9/2016,Standard Class,ZD-21925,37421
CA-2017-149559,9/11/2017,9/12/2017,Same Day,KF-16285,90805
CA-2015-135174,4/30/2015,5/2/2015,Second Class,BP-11230,45373
CA-2017-125290,11/6/2017,11/10/2017,Second Class,CC-12430,55407
CA-2014-137351,9/30/2014,10/4/2014,Standard Class,DB-13615,98105
CA-2017-121419,4/2/2017,4/4/2017,First Class,TC-21475,31907
US-2017-148054,10/6/2017,10/11/2017,Standard Class,NZ-18565,83642
CA-2016-128517,4/9/2016,4/14/2016,Second Class,SW-20350,48227
US-2015-100377,8/28/2015,9/1/2015,Standard Class,TS-21370,60623
CA-2017-131492,10/19/2017,10/24/2017,Second Class,HH-15010,94110
CA-2016-144554,11/7/2016,11/12/2016,Standard Class,DM-13345,43055
CA-2017-127621,3/3/2017,3/7/2017,Standard Class,RE-19450,75081
CA-2015-145184,11/27/2015,11/29/2015,First Class,JD-16150,19711
CA-2017-106859,3/13/2017,3/18/2017,Second Class,BF-11215,87105
US-2017-120089,11/30/2017,11/30/2017,Same Day,ML-17755,43615
CA-2014-119375,11/17/2014,11/22/2014,Standard Class,YC-21895,19711
CA-2016-125206,1/3/2016,1/5/2016,First Class,LR-16915,90045
CA-2015-126137,10/3/2015,10/8/2015,Standard Class,BS-11755,90032
CA-2014-143903,7/20/2014,7/24/2014,Standard Class,KM-16375,75217
CA-2014-104780,5/21/2014,5/25/2014,Standard Class,BT-11530,92037
CA-2017-101182,9/4/2017,9/5/2017,First Class,KB-16405,92307
US-2017-132297,5/27/2017,6/2/2017,Standard Class,DW-13480,40214
CA-2014-100328,1/28/2014,2/3/2014,Standard Class,JC-15340,10024
CA-2017-118773,2/9/2017,2/14/2017,Standard Class,TP-21415,77070
US-2017-159205,3/31/2017,4/2/2017,Second Class,DB-12910,42420
CA-2016-112123,3/3/2016,3/8/2016,Standard Class,BH-11710,19711
CA-2015-114468,8/23/2015,8/23/2015,Same Day,TD-20995,60440
CA-2017-135692,4/27/2017,5/1/2017,Standard Class,CV-12805,76106
CA-2017-131233,4/14/2017,4/19/2017,Standard Class,CS-12355,10024
CA-2017-119578,12/22/2017,12/27/2017,Second Class,JG-15310,2908
CA-2016-124562,12/8/2016,12/12/2016,Standard Class,JP-16135,43229
US-2017-140074,3/23/2017,3/29/2017,Standard Class,EC-14050,10024
CA-2016-103037,7/25/2016,7/29/2016,Standard Class,KH-16630,77070
CA-2017-127460,7/10/2017,7/14/2017,Standard Class,FG-14260,60505
CA-2016-121671,7/17/2016,7/22/2016,Standard Class,AA-10480,65807
CA-2016-150350,8/23/2016,8/30/2016,Standard Class,MS-17770,98105
CA-2015-121720,6/11/2015,6/12/2015,First Class,JE-15610,33801
CA-2017-149895,9/8/2017,9/12/2017,Standard Class,EB-14110,19134
CA-2017-147564,10/2/2017,10/6/2017,Standard Class,BP-11155,10011
CA-2014-136399,12/16/2014,12/17/2014,First Class,CC-12100,90049
CA-2014-107916,8/24/2014,8/26/2014,First Class,JP-15460,11572
CA-2017-164168,11/12/2017,11/18/2017,Standard Class,LS-16975,75081
CA-2015-112557,4/25/2015,4/28/2015,First Class,JL-15850,10035
US-2014-122959,12/12/2014,12/12/2014,Same Day,CY-12745,78207
CA-2017-162572,9/25/2017,9/27/2017,Second Class,RB-19360,45231
US-2016-148110,9/5/2016,9/11/2016,Standard Class,AR-10825,78745
CA-2017-131828,2/11/2017,2/13/2017,Second Class,CS-11845,98105
CA-2014-109218,6/30/2014,7/3/2014,Second Class,AR-10825,90004
CA-2016-120558,6/7/2016,6/10/2016,First Class,RD-19810,10035
US-2014-109036,12/20/2014,12/25/2014,Standard Class,KH-16510,98103
CA-2015-147830,12/15/2015,12/18/2015,First Class,NF-18385,43055
CA-2017-150497,7/20/2017,7/24/2017,Standard Class,SM-20950,55369
CA-2014-128986,8/3/2014,8/5/2014,Second Class,GH-14410,85301
CA-2015-139584,8/24/2015,8/28/2015,Standard Class,EM-13810,10009
US-2016-162677,3/26/2016,3/27/2016,First Class,DB-13210,28540
US-2014-150924,9/12/2014,9/16/2014,Second Class,PT-19090,77070
CA-2014-153969,9/21/2014,9/25/2014,Standard Class,HF-14995,94109
CA-2016-146682,10/29/2016,10/31/2016,First Class,KW-16435,48911
CA-2016-138695,5/28/2016,6/3/2016,Standard Class,KC-16675,32303
CA-2017-107461,12/21/2017,12/26/2017,Second Class,PK-19075,29203
US-2016-133879,3/21/2016,3/28/2016,Standard Class,KT-16465,60623
CA-2017-157483,11/11/2017,11/18/2017,Standard Class,EP-13915,48227
US-2017-132059,9/23/2017,9/29/2017,Standard Class,AP-10915,80525
CA-2017-122280,9/10/2017,9/10/2017,Same Day,SH-20395,10024
CA-2017-105235,12/5/2017,12/11/2017,Standard Class,SM-20950,10011
CA-2017-152912,11/9/2017,11/12/2017,Second Class,BM-11650,21044
CA-2014-123498,11/7/2014,11/9/2014,First Class,TC-20980,77041
CA-2017-159352,3/12/2017,3/17/2017,Standard Class,KB-16585,1852
US-2017-146416,10/20/2017,10/22/2017,Second Class,JE-16165,95695
US-2015-163783,12/27/2015,1/1/2016,Standard Class,DR-12940,60610
CA-2017-123981,10/2/2017,10/8/2017,Standard Class,RW-19630,10035
CA-2017-158953,6/4/2017,6/8/2017,Standard Class,ML-18040,77489
CA-2014-165428,9/1/2014,9/4/2014,First Class,JL-15130,77036
CA-2016-169026,8/8/2016,8/13/2016,Standard Class,CM-12655,39212
CA-2017-109750,7/22/2017,7/28/2017,Standard Class,FH-14365,10009
CA-2015-149384,7/10/2015,7/10/2015,Same Day,EH-13945,85281
CA-2014-131527,12/1/2014,12/7/2014,Standard Class,TB-21280,28540
CA-2017-164000,12/18/2017,12/22/2017,Standard Class,AH-10030,19134
CA-2014-164224,5/18/2014,5/20/2014,Second Class,TT-21070,44312
CA-2014-158372,11/10/2014,11/16/2014,Standard Class,RD-19900,92037
CA-2016-108882,1/9/2016,1/15/2016,Standard Class,LA-16780,93727
US-2017-108245,9/22/2017,9/27/2017,Standard Class,SH-19975,77581
CA-2014-142314,12/23/2014,12/28/2014,Standard Class,SF-20200,47374
CA-2016-132409,5/26/2016,6/1/2016,Standard Class,TH-21235,19134
CA-2017-150189,7/8/2017,7/10/2017,First Class,VG-21790,94403
CA-2014-114433,5/13/2014,5/17/2014,Standard Class,NP-18325,94601
CA-2017-104640,11/10/2017,11/16/2017,Standard Class,FH-14275,10024
US-2015-137008,10/2/2015,10/8/2015,Standard Class,JP-15460,8701
CA-2014-108189,10/2/2014,10/5/2014,First Class,ES-14080,85281
CA-2014-154641,8/11/2014,8/16/2014,Standard Class,KL-16645,10035
CA-2017-131625,9/1/2017,9/5/2017,Second Class,BN-11515,10009
US-2017-156356,4/16/2017,4/22/2017,Standard Class,ND-18370,77095
CA-2016-138933,4/24/2016,4/27/2016,First Class,JL-15130,92503
CA-2016-140746,1/15/2016,1/15/2016,Same Day,RC-19825,6824
CA-2016-146836,5/2/2016,5/2/2016,Same Day,CC-12475,10024
US-2016-127971,11/20/2016,11/27/2016,Standard Class,DW-13195,77095
US-2016-140809,2/1/2016,2/3/2016,First Class,CK-12760,22204
CA-2017-114524,3/31/2017,4/5/2017,Second Class,EG-13900,60623
CA-2017-113355,12/1/2017,12/5/2017,Standard Class,SJ-20215,75051
US-2017-140907,12/10/2017,12/12/2017,Second Class,BP-11185,98103
CA-2016-159730,9/17/2016,9/21/2016,Standard Class,SJ-20125,98103
CA-2016-157868,12/23/2016,12/29/2016,Standard Class,MC-17590,49505
CA-2017-119389,4/17/2017,4/19/2017,First Class,BG-11740,19120
CA-2017-110373,10/27/2017,10/30/2017,Second Class,MA-17560,60610
CA-2016-155474,7/8/2016,7/14/2016,Standard Class,CC-12220,98105
CA-2015-155453,8/9/2015,8/14/2015,Standard Class,RA-19885,32216
US-2016-161844,12/9/2016,12/14/2016,Second Class,DK-12835,37064
US-2016-162103,11/13/2016,11/17/2016,Standard Class,LB-16795,60035
CA-2014-151554,11/14/2014,11/15/2014,First Class,CM-11815,77506
CA-2014-140662,11/17/2014,11/19/2014,First Class,TS-21205,94109
CA-2016-122518,3/4/2016,3/8/2016,Second Class,RF-19345,33180
US-2014-126571,10/11/2014,10/15/2014,Standard Class,JF-15565,19120
CA-2014-143840,5/22/2014,5/29/2014,Standard Class,EH-14185,35601
CA-2014-115980,7/15/2014,7/19/2014,Standard Class,VW-21775,57103
CA-2015-155145,12/27/2015,12/29/2015,Second Class,KN-16450,93277
CA-2015-146038,2/9/2015,2/16/2015,Standard Class,SJ-20215,90049
CA-2017-133865,5/8/2017,5/12/2017,Standard Class,PS-19045,90032
CA-2017-116358,11/2/2017,11/6/2017,Standard Class,KM-16225,66212
CA-2014-102988,4/5/2014,4/9/2014,Second Class,GM-14695,22304
US-2014-117170,9/17/2014,9/24/2014,Standard Class,KT-16465,27604
CA-2014-159478,9/30/2014,10/6/2014,Standard Class,MH-17785,10035
CA-2014-103702,9/12/2014,9/17/2014,Standard Class,AF-10885,45014
CA-2017-150525,2/20/2017,2/25/2017,Standard Class,JP-16135,74403
CA-2015-157770,12/13/2015,12/15/2015,First Class,RD-19585,92592
CA-2016-167290,10/30/2016,11/4/2016,Standard Class,JF-15295,48310
CA-2014-106264,12/26/2014,12/30/2014,Standard Class,CK-12595,92024
CA-2014-138023,8/15/2014,8/18/2014,First Class,KH-16510,75081
CA-2017-113418,10/1/2017,10/3/2017,First Class,CM-12655,10035
US-2015-110569,5/23/2015,5/30/2015,Standard Class,EB-13870,85023
CA-2017-136308,11/16/2017,11/16/2017,Same Day,MW-18235,94122
US-2014-159926,11/18/2014,11/22/2014,Standard Class,CS-11950,19140
CA-2014-104738,12/30/2014,1/1/2015,Second Class,SP-20620,78041
CA-2015-144386,11/5/2015,11/11/2015,Standard Class,GT-14635,10009
CA-2016-111416,9/17/2016,9/22/2016,Standard Class,LW-17215,10035
CA-2016-162747,3/20/2016,3/25/2016,Second Class,AH-10030,39503
US-2014-133130,9/27/2014,10/1/2014,Standard Class,TH-21100,92037
CA-2017-169978,12/24/2017,12/28/2017,Standard Class,HG-15025,11572
CA-2017-161739,11/10/2017,11/15/2017,Second Class,EB-13750,78664
CA-2015-165057,9/11/2015,9/15/2015,Standard Class,SC-20725,92374
CA-2014-134551,12/20/2014,12/25/2014,Standard Class,TS-21505,38401
CA-2015-120810,7/23/2015,7/27/2015,Standard Class,TH-21550,10009
CA-2014-165309,11/11/2014,11/15/2014,Standard Class,KD-16270,77095
CA-2017-122595,12/14/2017,12/20/2017,Standard Class,GM-14455,60653
US-2017-109253,8/21/2017,8/22/2017,First Class,PR-18880,94601
CA-2016-145982,8/27/2016,9/1/2016,Second Class,TB-21055,2169
CA-2015-112014,8/13/2015,8/20/2015,Standard Class,ON-18715,92399
CA-2017-154732,11/5/2017,11/7/2017,First Class,AH-10195,60623
US-2016-157308,8/17/2016,8/21/2016,Standard Class,NM-18520,98105
CA-2016-147536,12/26/2016,12/31/2016,Standard Class,AR-10510,10024
US-2014-134733,9/23/2014,9/28/2014,Standard Class,BM-11650,92037
US-2014-150434,7/19/2014,7/24/2014,Standard Class,CA-12310,6010
CA-2017-100335,9/7/2017,9/13/2017,Standard Class,NF-18595,60610
CA-2016-139234,5/6/2016,5/10/2016,Standard Class,AF-10870,60610
US-2015-142020,6/4/2015,6/8/2015,Second Class,TC-21535,10024
CA-2015-139962,12/13/2015,12/20/2015,Standard Class,Dp-13240,2151
CA-2016-130050,7/16/2016,7/18/2016,Second Class,MC-17425,77036
CA-2014-115161,1/31/2014,2/2/2014,First Class,LC-17050,92691
CA-2014-165379,7/9/2014,7/15/2014,Standard Class,BM-11650,75217
CA-2015-115511,11/21/2015,11/25/2015,Standard Class,NW-18400,89115
CA-2016-134887,3/25/2016,3/25/2016,Same Day,TB-21280,73071
CA-2017-123778,9/23/2017,9/30/2017,Standard Class,BS-11755,94122
CA-2015-161718,12/4/2015,12/10/2015,Standard Class,SO-20335,11550
CA-2016-100671,11/1/2016,11/4/2016,First Class,CS-12490,77301
CA-2017-142867,3/17/2017,3/21/2017,Standard Class,PO-19180,77095
CA-2017-103156,11/23/2017,11/24/2017,First Class,TD-20995,19120
US-2017-162208,8/27/2017,8/30/2017,First Class,SP-20620,33614
CA-2015-130659,12/4/2015,12/9/2015,Second Class,MS-17365,10035
CA-2017-148404,10/7/2017,10/11/2017,Standard Class,Dp-13240,28205
CA-2017-101077,3/25/2017,3/30/2017,Second Class,DB-13660,75081
CA-2014-166471,8/9/2014,8/13/2014,Standard Class,MG-17650,98103
CA-2014-105340,11/22/2014,11/25/2014,First Class,EH-14185,77506
US-2017-131583,6/10/2017,6/10/2017,Same Day,CL-11890,19143
US-2017-148362,7/1/2017,7/8/2017,Standard Class,KF-16285,46203
CA-2014-102274,11/21/2014,11/26/2014,Standard Class,DH-13075,40475
CA-2015-129700,5/4/2015,5/5/2015,First Class,LA-16780,60477
CA-2017-168739,5/29/2017,6/5/2017,Standard Class,HZ-14950,77095
CA-2015-152527,10/17/2015,10/17/2015,Same Day,CM-12190,90004
US-2014-150119,4/23/2014,4/27/2014,Standard Class,LB-16795,43229
US-2017-150847,4/30/2017,5/6/2017,Standard Class,JF-15490,43229
CA-2016-100244,9/20/2016,9/24/2016,Standard Class,GM-14695,94122
CA-2016-116540,9/2/2016,9/2/2016,Same Day,SS-20590,53711
CA-2015-151841,4/27/2015,5/2/2015,Standard Class,TC-21475,80013
CA-2015-150791,9/6/2015,9/13/2015,Standard Class,CC-12430,10024
CA-2016-134803,5/28/2016,6/3/2016,Standard Class,CL-12565,90004
CA-2015-153381,9/24/2015,9/28/2015,Standard Class,DE-13255,52001
US-2017-111024,7/3/2017,7/6/2017,Second Class,SZ-20035,43130
CA-2017-148264,12/8/2017,12/9/2017,First Class,LF-17185,90301
CA-2017-131212,12/5/2017,12/9/2017,Standard Class,AB-10165,98006
US-2015-100531,9/27/2015,9/29/2015,First Class,NM-18520,60610
CA-2017-152583,10/30/2017,10/30/2017,Same Day,RA-19945,75217
CA-2015-144099,11/29/2015,11/30/2015,Same Day,PO-19195,94122
CA-2014-158337,3/11/2014,3/14/2014,Second Class,KA-16525,10024
CA-2017-168858,11/19/2017,11/23/2017,Standard Class,JD-16150,10011
CA-2016-116344,7/29/2016,8/2/2016,Standard Class,JO-15145,19140
CA-2015-131779,6/12/2015,6/17/2015,Standard Class,LE-16810,19711
CA-2016-158869,8/6/2016,8/7/2016,First Class,AH-10690,10024
CA-2017-102554,6/11/2017,6/15/2017,Standard Class,KN-16705,36830
CA-2016-162614,10/7/2016,10/13/2016,Standard Class,TB-21250,90049
CA-2014-168592,9/8/2014,9/14/2014,Standard Class,DP-13390,94110
CA-2014-157609,3/16/2014,3/21/2014,Second Class,KN-16705,27604
CA-2015-153325,3/1/2015,3/2/2015,Second Class,ST-20530,31204
CA-2015-153626,7/9/2015,7/14/2015,Standard Class,EB-13870,37211
CA-2016-166485,2/20/2016,2/27/2016,Standard Class,AH-10210,37211
CA-2017-136448,9/16/2017,9/18/2017,First Class,AS-10090,19143
CA-2017-114258,11/5/2017,11/10/2017,Second Class,EM-13825,75081
CA-2015-152611,2/20/2015,2/23/2015,Second Class,KA-16525,8861
CA-2016-165470,11/25/2016,11/30/2016,Standard Class,HJ-14875,32216
CA-2017-128699,12/3/2017,12/5/2017,Second Class,ND-18370,32216
US-2015-147242,9/10/2015,9/14/2015,Standard Class,EH-13765,2151
CA-2016-146143,12/14/2016,12/19/2016,Standard Class,MC-17845,39212
CA-2015-100888,4/6/2015,4/10/2015,Standard Class,MH-17455,28540
US-2016-150035,12/1/2016,12/5/2016,Standard Class,CL-11890,94122
CA-2017-122644,11/12/2017,11/17/2017,Standard Class,SF-20965,43229
CA-2017-111815,3/3/2017,3/10/2017,Standard Class,EP-13915,48127
CA-2016-144911,11/27/2016,11/30/2016,First Class,RW-19630,66212
CA-2014-143385,8/31/2014,9/5/2014,Standard Class,SJ-20500,87505
CA-2016-131289,12/8/2016,12/14/2016,Standard Class,SP-20620,94110
CA-2014-124023,4/7/2014,4/10/2014,First Class,PJ-19015,36608
CA-2014-124688,8/27/2014,8/29/2014,First Class,CC-12610,22153
CA-2016-151169,10/21/2016,10/26/2016,Standard Class,MY-18295,19711
US-2016-134761,11/30/2016,11/30/2016,Same Day,DB-13210,28601
CA-2017-120705,9/5/2017,9/11/2017,Standard Class,MG-17875,33311
CA-2015-157322,7/2/2015,7/6/2015,Standard Class,RH-19600,60188
CA-2017-142034,9/24/2017,9/28/2017,Standard Class,KB-16240,56301
CA-2016-107328,8/8/2016,8/15/2016,Standard Class,CA-12055,90036
CA-2016-108616,9/29/2016,10/3/2016,Standard Class,JK-15730,36608
CA-2017-125115,4/10/2017,4/10/2017,Same Day,RD-19930,78745
CA-2016-150945,12/18/2016,12/20/2016,Second Class,JK-16120,10009
CA-2014-166863,6/20/2014,6/24/2014,Standard Class,SC-20020,75023
CA-2017-140326,9/4/2017,9/6/2017,First Class,HW-14935,60653
CA-2016-168536,12/20/2016,12/24/2016,Standard Class,SC-20800,39212
US-2016-113649,8/9/2016,8/12/2016,First Class,HA-14920,28314
CA-2015-124975,6/22/2015,6/25/2015,First Class,MG-17875,60505
CA-2015-168767,4/10/2015,4/15/2015,Standard Class,DM-12955,95823
CA-2016-114482,11/21/2016,11/25/2016,Second Class,DM-13345,50315
CA-2016-137673,9/5/2016,9/10/2016,Standard Class,ML-17395,92105
CA-2016-132731,11/24/2016,11/28/2016,Standard Class,GA-14515,75081
CA-2017-148922,12/10/2017,12/15/2017,Second Class,SU-20665,39212
CA-2016-130680,6/24/2016,6/29/2016,Standard Class,BD-11320,92024
CA-2015-141145,9/17/2015,9/23/2015,Standard Class,DB-13405,32839
US-2016-152835,5/19/2016,5/23/2016,Standard Class,RP-19855,47905
CA-2016-155565,5/28/2016,5/28/2016,Same Day,EH-13765,10035
CA-2014-110849,4/18/2014,4/23/2014,Standard Class,JL-15835,90049
CA-2016-145842,6/17/2016,6/20/2016,Second Class,FM-14380,10024
CA-2014-158771,5/9/2014,5/9/2014,Same Day,SB-20290,42420
CA-2016-157511,9/18/2016,9/20/2016,First Class,SV-20365,43229
CA-2017-121216,12/23/2017,12/25/2017,Second Class,MM-17920,77840
CA-2017-155292,10/30/2017,11/1/2017,First Class,RD-19810,40475
CA-2016-152555,3/29/2016,4/2/2016,Second Class,ME-17320,60653
CA-2017-107832,11/23/2017,11/26/2017,Second Class,FH-14275,19120
CA-2014-120838,3/23/2014,3/26/2014,Second Class,PO-18865,90036
CA-2017-118542,12/1/2017,12/5/2017,Standard Class,CC-12550,90008
CA-2017-152737,11/7/2017,11/12/2017,Standard Class,TS-21505,94122
